emoji_category,number,code,CLDR_Short_Name
face-positive,1,U+1F600,grinning face
face-positive,2,U+1F601,beaming face with smiling eyes
face-positive,3,U+1F602,face with tears of joy
face-positive,4,U+1F923,rolling on the floor laughing
face-positive,5,U+1F603,grinning face with big eyes
face-positive,6,U+1F604,grinning face with smiling eyes
face-positive,7,U+1F605,grinning face with sweat
face-positive,8,U+1F606,grinning squinting face
face-positive,9,U+1F609,winking face
face-positive,10,U+1F60A,smiling face with smiling eyes
face-positive,11,U+1F60B,face savoring food
face-positive,12,U+1F60E,smiling face with sunglasses
face-positive,13,U+1F60D,smiling face with heart-eyes
face-positive,14,U+1F618,face blowing a kiss
face-positive,15,U+1F970,? smiling face with 3 hearts
face-positive,16,U+1F617,kissing face
face-positive,17,U+1F619,kissing face with smiling eyes
face-positive,18,U+1F61A,kissing face with closed eyes
face-positive,19,U+263A,smiling face
face-positive,20,U+1F642,slightly smiling face
face-positive,21,U+1F917,hugging face
face-positive,22,U+1F929,star-struck
face-neutral,23,U+1F914,thinking face
face-neutral,24,U+1F928,face with raised eyebrow
face-neutral,25,U+1F610,neutral face
face-neutral,26,U+1F611,expressionless face
face-neutral,27,U+1F636,face without mouth
face-neutral,28,U+1F644,face with rolling eyes
face-neutral,29,U+1F60F,smirking face
face-neutral,30,U+1F623,persevering face
face-neutral,31,U+1F625,sad but relieved face
face-neutral,32,U+1F62E,face with open mouth
face-neutral,33,U+1F910,zipper-mouth face
face-neutral,34,U+1F62F,hushed face
face-neutral,35,U+1F62A,sleepy face
face-neutral,36,U+1F62B,tired face
face-neutral,37,U+1F634,sleeping face
face-neutral,38,U+1F60C,relieved face
face-neutral,39,U+1F61B,face with tongue
face-neutral,40,U+1F61C,winking face with tongue
face-neutral,41,U+1F61D,squinting face with tongue
face-neutral,42,U+1F924,drooling face
face-neutral,43,U+1F612,unamused face
face-neutral,44,U+1F613,downcast face with sweat
face-neutral,45,U+1F614,pensive face
face-neutral,46,U+1F615,confused face
face-neutral,47,U+1F643,upside-down face
face-neutral,48,U+1F911,money-mouth face
face-neutral,49,U+1F632,astonished face
face-negative,50,U+2639,frowning face
face-negative,51,U+1F641,slightly frowning face
face-negative,52,U+1F616,confounded face
face-negative,53,U+1F61E,disappointed face
face-negative,54,U+1F61F,worried face
face-negative,55,U+1F624,face with steam from nose
face-negative,56,U+1F622,crying face
face-negative,57,U+1F62D,loudly crying face
face-negative,58,U+1F626,frowning face with open mouth
face-negative,59,U+1F627,anguished face
face-negative,60,U+1F628,fearful face
face-negative,61,U+1F629,weary face
face-negative,62,U+1F92F,exploding head
face-negative,63,U+1F62C,grimacing face
face-negative,64,U+1F630,anxious face with sweat
face-negative,65,U+1F631,face screaming in fear
face-negative,66,U+1F975,? hot face
face-negative,67,U+1F976,? cold face
face-negative,68,U+1F633,flushed face
face-negative,69,U+1F92A,zany face
face-negative,70,U+1F635,dizzy face
face-negative,71,U+1F621,pouting face
face-negative,72,U+1F620,angry face
face-negative,73,U+1F92C,face with symbols on mouth
face-sick,74,U+1F637,face with medical mask
face-sick,75,U+1F912,face with thermometer
face-sick,76,U+1F915,face with head-bandage
face-sick,77,U+1F922,nauseated face
face-sick,78,U+1F92E,face vomiting
face-sick,79,U+1F927,sneezing face
face-role,80,U+1F607,smiling face with halo
face-role,81,U+1F920,cowboy hat face
face-role,82,U+1F973,? partying face
face-role,83,U+1F974,? woozy face
face-role,84,U+1F97A,? pleading face
face-role,85,U+1F925,lying face
face-role,86,U+1F92B,shushing face
face-role,87,U+1F92D,face with hand over mouth
face-role,88,U+1F9D0,face with monocle
face-role,89,U+1F913,nerd face
face-fantasy,90,U+1F608,smiling face with horns
face-fantasy,91,U+1F47F,angry face with horns
face-fantasy,92,U+1F921,clown face
face-fantasy,93,U+1F479,ogre
face-fantasy,94,U+1F47A,goblin
face-fantasy,95,U+1F480,skull
face-fantasy,96,U+2620,skull and crossbones
face-fantasy,97,U+1F47B,ghost
face-fantasy,98,U+1F47D,alien
face-fantasy,99,U+1F47E,alien monster
face-fantasy,100,U+1F916,robot face
face-fantasy,101,U+1F4A9,pile of poo
cat-face,102,U+1F63A,grinning cat face
cat-face,103,U+1F638,grinning cat face with smiling eyes
cat-face,104,U+1F639,cat face with tears of joy
cat-face,105,U+1F63B,smiling cat face with heart-eyes
cat-face,106,U+1F63C,cat face with wry smile
cat-face,107,U+1F63D,kissing cat face
cat-face,108,U+1F640,weary cat face
cat-face,109,U+1F63F,crying cat face
cat-face,110,U+1F63E,pouting cat face
monkey-face,111,U+1F648,see-no-evil monkey
monkey-face,112,U+1F649,hear-no-evil monkey
monkey-face,113,U+1F64A,speak-no-evil monkey
person,114,U+1F476,baby
person,115,U+1F9D2,child
person,116,U+1F466,boy
person,117,U+1F467,girl
person,118,U+1F9D1,person
person,119,U+1F471,person: blond hair
person,120,U+1F468,man
person,121,U+1F471 U+200D U+2642 U+FE0F,man: blond hair
person,122,U+1F468 U+200D U+1F9B0,? man: red hair
person,123,U+1F468 U+200D U+1F9B1,? man: curly hair
person,124,U+1F468 U+200D U+1F9B3,? man: white hair
person,125,U+1F468 U+200D U+1F9B2,? man: bald
person,126,U+1F9D4,man: beard
person,127,U+1F469,woman
person,128,U+1F471 U+200D U+2640 U+FE0F,woman: blond hair
person,129,U+1F469 U+200D U+1F9B0,? woman: red hair
person,130,U+1F469 U+200D U+1F9B1,? woman: curly hair
person,131,U+1F469 U+200D U+1F9B3,? woman: white hair
person,132,U+1F469 U+200D U+1F9B2,? woman: bald
person,133,U+1F9D3,older person
person,134,U+1F474,old man
person,135,U+1F475,old woman
person-role,136,U+1F468 U+200D U+2695 U+FE0F,man health worker
person-role,137,U+1F469 U+200D U+2695 U+FE0F,woman health worker
person-role,138,U+1F468 U+200D U+1F393,man student
person-role,139,U+1F469 U+200D U+1F393,woman student
person-role,140,U+1F468 U+200D U+1F3EB,man teacher
person-role,141,U+1F469 U+200D U+1F3EB,woman teacher
person-role,142,U+1F468 U+200D U+2696 U+FE0F,man judge
person-role,143,U+1F469 U+200D U+2696 U+FE0F,woman judge
person-role,144,U+1F468 U+200D U+1F33E,man farmer
person-role,145,U+1F469 U+200D U+1F33E,woman farmer
person-role,146,U+1F468 U+200D U+1F373,man cook
person-role,147,U+1F469 U+200D U+1F373,woman cook
person-role,148,U+1F468 U+200D U+1F527,man mechanic
person-role,149,U+1F469 U+200D U+1F527,woman mechanic
person-role,150,U+1F468 U+200D U+1F3ED,man factory worker
person-role,151,U+1F469 U+200D U+1F3ED,woman factory worker
person-role,152,U+1F468 U+200D U+1F4BC,man office worker
person-role,153,U+1F469 U+200D U+1F4BC,woman office worker
person-role,154,U+1F468 U+200D U+1F52C,man scientist
person-role,155,U+1F469 U+200D U+1F52C,woman scientist
person-role,156,U+1F468 U+200D U+1F4BB,man technologist
person-role,157,U+1F469 U+200D U+1F4BB,woman technologist
person-role,158,U+1F468 U+200D U+1F3A4,man singer
person-role,159,U+1F469 U+200D U+1F3A4,woman singer
person-role,160,U+1F468 U+200D U+1F3A8,man artist
person-role,161,U+1F469 U+200D U+1F3A8,woman artist
person-role,162,U+1F468 U+200D U+2708 U+FE0F,man pilot
person-role,163,U+1F469 U+200D U+2708 U+FE0F,woman pilot
person-role,164,U+1F468 U+200D U+1F680,man astronaut
person-role,165,U+1F469 U+200D U+1F680,woman astronaut
person-role,166,U+1F468 U+200D U+1F692,man firefighter
person-role,167,U+1F469 U+200D U+1F692,woman firefighter
person-role,168,U+1F46E,police officer
person-role,169,U+1F46E U+200D U+2642 U+FE0F,man police officer
person-role,170,U+1F46E U+200D U+2640 U+FE0F,woman police officer
person-role,171,U+1F575,detective
person-role,172,U+1F575 U+FE0F U+200D U+2642 U+FE0F,man detective
person-role,173,U+1F575 U+FE0F U+200D U+2640 U+FE0F,woman detective
person-role,174,U+1F482,guard
person-role,175,U+1F482 U+200D U+2642 U+FE0F,man guard
person-role,176,U+1F482 U+200D U+2640 U+FE0F,woman guard
person-role,177,U+1F477,construction worker
person-role,178,U+1F477 U+200D U+2642 U+FE0F,man construction worker
person-role,179,U+1F477 U+200D U+2640 U+FE0F,woman construction worker
person-role,180,U+1F934,prince
person-role,181,U+1F478,princess
person-role,182,U+1F473,person wearing turban
person-role,183,U+1F473 U+200D U+2642 U+FE0F,man wearing turban
person-role,184,U+1F473 U+200D U+2640 U+FE0F,woman wearing turban
person-role,185,U+1F472,man with Chinese cap
person-role,186,U+1F9D5,woman with headscarf
person-role,187,U+1F935,man in tuxedo
person-role,188,U+1F470,bride with veil
person-role,189,U+1F930,pregnant woman
person-role,190,U+1F931,breast-feeding
person-fantasy,191,U+1F47C,baby angel
person-fantasy,192,U+1F385,Santa Claus
person-fantasy,193,U+1F936,Mrs. Claus
person-fantasy,194,U+1F9B8,? superhero
person-fantasy,195,U+1F9B8 U+200D U+2640 U+FE0F,? woman superhero
person-fantasy,196,U+1F9B8 U+200D U+2642 U+FE0F,? man superhero
person-fantasy,197,U+1F9B9,? supervillain
person-fantasy,198,U+1F9B9 U+200D U+2640 U+FE0F,? woman supervillain
person-fantasy,199,U+1F9B9 U+200D U+2642 U+FE0F,? man supervillain
person-fantasy,200,U+1F9D9,mage
person-fantasy,201,U+1F9D9 U+200D U+2640 U+FE0F,woman mage
person-fantasy,202,U+1F9D9 U+200D U+2642 U+FE0F,man mage
person-fantasy,203,U+1F9DA,fairy
person-fantasy,204,U+1F9DA U+200D U+2640 U+FE0F,woman fairy
person-fantasy,205,U+1F9DA U+200D U+2642 U+FE0F,man fairy
person-fantasy,206,U+1F9DB,vampire
person-fantasy,207,U+1F9DB U+200D U+2640 U+FE0F,woman vampire
person-fantasy,208,U+1F9DB U+200D U+2642 U+FE0F,man vampire
person-fantasy,209,U+1F9DC,merperson
person-fantasy,210,U+1F9DC U+200D U+2640 U+FE0F,mermaid
person-fantasy,211,U+1F9DC U+200D U+2642 U+FE0F,merman
person-fantasy,212,U+1F9DD,elf
person-fantasy,213,U+1F9DD U+200D U+2640 U+FE0F,woman elf
person-fantasy,214,U+1F9DD U+200D U+2642 U+FE0F,man elf
person-fantasy,215,U+1F9DE,genie
person-fantasy,216,U+1F9DE U+200D U+2640 U+FE0F,woman genie
person-fantasy,217,U+1F9DE U+200D U+2642 U+FE0F,man genie
person-fantasy,218,U+1F9DF,zombie
person-fantasy,219,U+1F9DF U+200D U+2640 U+FE0F,woman zombie
person-fantasy,220,U+1F9DF U+200D U+2642 U+FE0F,man zombie
person-gesture,221,U+1F64D,person frowning
person-gesture,222,U+1F64D U+200D U+2642 U+FE0F,man frowning
person-gesture,223,U+1F64D U+200D U+2640 U+FE0F,woman frowning
person-gesture,224,U+1F64E,person pouting
person-gesture,225,U+1F64E U+200D U+2642 U+FE0F,man pouting
person-gesture,226,U+1F64E U+200D U+2640 U+FE0F,woman pouting
person-gesture,227,U+1F645,person gesturing NO
person-gesture,228,U+1F645 U+200D U+2642 U+FE0F,man gesturing NO
person-gesture,229,U+1F645 U+200D U+2640 U+FE0F,woman gesturing NO
person-gesture,230,U+1F646,person gesturing OK
person-gesture,231,U+1F646 U+200D U+2642 U+FE0F,man gesturing OK
person-gesture,232,U+1F646 U+200D U+2640 U+FE0F,woman gesturing OK
person-gesture,233,U+1F481,person tipping hand
person-gesture,234,U+1F481 U+200D U+2642 U+FE0F,man tipping hand
person-gesture,235,U+1F481 U+200D U+2640 U+FE0F,woman tipping hand
person-gesture,236,U+1F64B,person raising hand
person-gesture,237,U+1F64B U+200D U+2642 U+FE0F,man raising hand
person-gesture,238,U+1F64B U+200D U+2640 U+FE0F,woman raising hand
person-gesture,239,U+1F647,person bowing
person-gesture,240,U+1F647 U+200D U+2642 U+FE0F,man bowing
person-gesture,241,U+1F647 U+200D U+2640 U+FE0F,woman bowing
person-gesture,242,U+1F926,person facepalming
person-gesture,243,U+1F926 U+200D U+2642 U+FE0F,man facepalming
person-gesture,244,U+1F926 U+200D U+2640 U+FE0F,woman facepalming
person-gesture,245,U+1F937,person shrugging
person-gesture,246,U+1F937 U+200D U+2642 U+FE0F,man shrugging
person-gesture,247,U+1F937 U+200D U+2640 U+FE0F,woman shrugging
person-activity,248,U+1F486,person getting massage
person-activity,249,U+1F486 U+200D U+2642 U+FE0F,man getting massage
person-activity,250,U+1F486 U+200D U+2640 U+FE0F,woman getting massage
person-activity,251,U+1F487,person getting haircut
person-activity,252,U+1F487 U+200D U+2642 U+FE0F,man getting haircut
person-activity,253,U+1F487 U+200D U+2640 U+FE0F,woman getting haircut
person-activity,254,U+1F6B6,person walking
person-activity,255,U+1F6B6 U+200D U+2642 U+FE0F,man walking
person-activity,256,U+1F6B6 U+200D U+2640 U+FE0F,woman walking
person-activity,257,U+1F3C3,person running
person-activity,258,U+1F3C3 U+200D U+2642 U+FE0F,man running
person-activity,259,U+1F3C3 U+200D U+2640 U+FE0F,woman running
person-activity,260,U+1F483,woman dancing
person-activity,261,U+1F57A,man dancing
person-activity,262,U+1F46F,people with bunny ears
person-activity,263,U+1F46F U+200D U+2642 U+FE0F,men with bunny ears
person-activity,264,U+1F46F U+200D U+2640 U+FE0F,women with bunny ears
person-activity,265,U+1F9D6,person in steamy room
person-activity,266,U+1F9D6 U+200D U+2640 U+FE0F,woman in steamy room
person-activity,267,U+1F9D6 U+200D U+2642 U+FE0F,man in steamy room
person-activity,268,U+1F9D7,person climbing
person-activity,269,U+1F9D7 U+200D U+2640 U+FE0F,woman climbing
person-activity,270,U+1F9D7 U+200D U+2642 U+FE0F,man climbing
person-activity,271,U+1F9D8,person in lotus position
person-activity,272,U+1F9D8 U+200D U+2640 U+FE0F,woman in lotus position
person-activity,273,U+1F9D8 U+200D U+2642 U+FE0F,man in lotus position
person-activity,274,U+1F6C0,person taking bath
person-activity,275,U+1F6CC,person in bed
person-activity,276,U+1F574,man in suit levitating
person-activity,277,U+1F5E3,speaking head
person-activity,278,U+1F464,bust in silhouette
person-activity,279,U+1F465,busts in silhouette
person-sport,280,U+1F93A,person fencing
person-sport,281,U+1F3C7,horse racing
person-sport,282,U+26F7,skier
person-sport,283,U+1F3C2,snowboarder
person-sport,284,U+1F3CC,person golfing
person-sport,285,U+1F3CC U+FE0F U+200D U+2642 U+FE0F,man golfing
person-sport,286,U+1F3CC U+FE0F U+200D U+2640 U+FE0F,woman golfing
person-sport,287,U+1F3C4,person surfing
person-sport,288,U+1F3C4 U+200D U+2642 U+FE0F,man surfing
person-sport,289,U+1F3C4 U+200D U+2640 U+FE0F,woman surfing
person-sport,290,U+1F6A3,person rowing boat
person-sport,291,U+1F6A3 U+200D U+2642 U+FE0F,man rowing boat
person-sport,292,U+1F6A3 U+200D U+2640 U+FE0F,woman rowing boat
person-sport,293,U+1F3CA,person swimming
person-sport,294,U+1F3CA U+200D U+2642 U+FE0F,man swimming
person-sport,295,U+1F3CA U+200D U+2640 U+FE0F,woman swimming
person-sport,296,U+26F9,person bouncing ball
person-sport,297,U+26F9 U+FE0F U+200D U+2642 U+FE0F,man bouncing ball
person-sport,298,U+26F9 U+FE0F U+200D U+2640 U+FE0F,woman bouncing ball
person-sport,299,U+1F3CB,person lifting weights
person-sport,300,U+1F3CB U+FE0F U+200D U+2642 U+FE0F,man lifting weights
person-sport,301,U+1F3CB U+FE0F U+200D U+2640 U+FE0F,woman lifting weights
person-sport,302,U+1F6B4,person biking
person-sport,303,U+1F6B4 U+200D U+2642 U+FE0F,man biking
person-sport,304,U+1F6B4 U+200D U+2640 U+FE0F,woman biking
person-sport,305,U+1F6B5,person mountain biking
person-sport,306,U+1F6B5 U+200D U+2642 U+FE0F,man mountain biking
person-sport,307,U+1F6B5 U+200D U+2640 U+FE0F,woman mountain biking
person-sport,308,U+1F3CE,racing car
person-sport,309,U+1F3CD,motorcycle
person-sport,310,U+1F938,person cartwheeling
person-sport,311,U+1F938 U+200D U+2642 U+FE0F,man cartwheeling
person-sport,312,U+1F938 U+200D U+2640 U+FE0F,woman cartwheeling
person-sport,313,U+1F93C,people wrestling
person-sport,314,U+1F93C U+200D U+2642 U+FE0F,men wrestling
person-sport,315,U+1F93C U+200D U+2640 U+FE0F,women wrestling
person-sport,316,U+1F93D,person playing water polo
person-sport,317,U+1F93D U+200D U+2642 U+FE0F,man playing water polo
person-sport,318,U+1F93D U+200D U+2640 U+FE0F,woman playing water polo
person-sport,319,U+1F93E,person playing handball
person-sport,320,U+1F93E U+200D U+2642 U+FE0F,man playing handball
person-sport,321,U+1F93E U+200D U+2640 U+FE0F,woman playing handball
person-sport,322,U+1F939,person juggling
person-sport,323,U+1F939 U+200D U+2642 U+FE0F,man juggling
person-sport,324,U+1F939 U+200D U+2640 U+FE0F,woman juggling
family,325,U+1F46B,man and woman holding hands
family,326,U+1F46C,two men holding hands
family,327,U+1F46D,two women holding hands
family,328,U+1F48F,kiss
family,329,U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468,"kiss: woman, man"
family,330,U+1F468 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468,"kiss: man, man"
family,331,U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469,"kiss: woman, woman"
family,332,U+1F491,couple with heart
family,333,U+1F469 U+200D U+2764 U+FE0F U+200D U+1F468,"couple with heart: woman, man"
family,334,U+1F468 U+200D U+2764 U+FE0F U+200D U+1F468,"couple with heart: man, man"
family,335,U+1F469 U+200D U+2764 U+FE0F U+200D U+1F469,"couple with heart: woman, woman"
family,336,U+1F46A,family
family,337,U+1F468 U+200D U+1F469 U+200D U+1F466,"family: man, woman, boy"
family,338,U+1F468 U+200D U+1F469 U+200D U+1F467,"family: man, woman, girl"
family,339,U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,"family: man, woman, girl, boy"
family,340,U+1F468 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466,"family: man, woman, boy, boy"
family,341,U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467,"family: man, woman, girl, girl"
family,342,U+1F468 U+200D U+1F468 U+200D U+1F466,"family: man, man, boy"
family,343,U+1F468 U+200D U+1F468 U+200D U+1F467,"family: man, man, girl"
family,344,U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F466,"family: man, man, girl, boy"
family,345,U+1F468 U+200D U+1F468 U+200D U+1F466 U+200D U+1F466,"family: man, man, boy, boy"
family,346,U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467,"family: man, man, girl, girl"
family,347,U+1F469 U+200D U+1F469 U+200D U+1F466,"family: woman, woman, boy"
family,348,U+1F469 U+200D U+1F469 U+200D U+1F467,"family: woman, woman, girl"
family,349,U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,"family: woman, woman, girl, boy"
family,350,U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466,"family: woman, woman, boy, boy"
family,351,U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467,"family: woman, woman, girl, girl"
family,352,U+1F468 U+200D U+1F466,"family: man, boy"
family,353,U+1F468 U+200D U+1F466 U+200D U+1F466,"family: man, boy, boy"
family,354,U+1F468 U+200D U+1F467,"family: man, girl"
family,355,U+1F468 U+200D U+1F467 U+200D U+1F466,"family: man, girl, boy"
family,356,U+1F468 U+200D U+1F467 U+200D U+1F467,"family: man, girl, girl"
family,357,U+1F469 U+200D U+1F466,"family: woman, boy"
family,358,U+1F469 U+200D U+1F466 U+200D U+1F466,"family: woman, boy, boy"
family,359,U+1F469 U+200D U+1F467,"family: woman, girl"
family,360,U+1F469 U+200D U+1F467 U+200D U+1F466,"family: woman, girl, boy"
family,361,U+1F469 U+200D U+1F467 U+200D U+1F467,"family: woman, girl, girl"
body,362,U+1F933,selfie
body,363,U+1F4AA,flexed biceps
body,364,U+1F9B5,? leg
body,365,U+1F9B6,? foot
body,366,U+1F448,backhand index pointing left
body,367,U+1F449,backhand index pointing right
body,368,U+261D,index pointing up
body,369,U+1F446,backhand index pointing up
body,370,U+1F595,middle finger
body,371,U+1F447,backhand index pointing down
body,372,U+270C,victory hand
body,373,U+1F91E,crossed fingers
body,374,U+1F596,vulcan salute
body,375,U+1F918,sign of the horns
body,376,U+1F919,call me hand
body,377,U+1F590,hand with fingers splayed
body,378,U+270B,raised hand
body,379,U+1F44C,OK hand
body,380,U+1F44D,thumbs up
body,381,U+1F44E,thumbs down
body,382,U+270A,raised fist
body,383,U+1F44A,oncoming fist
body,384,U+1F91B,left-facing fist
body,385,U+1F91C,right-facing fist
body,386,U+1F91A,raised back of hand
body,387,U+1F44B,waving hand
body,388,U+1F91F,love-you gesture
body,389,U+270D,writing hand
body,390,U+1F44F,clapping hands
body,391,U+1F450,open hands
body,392,U+1F64C,raising hands
body,393,U+1F932,palms up together
body,394,U+1F64F,folded hands
body,395,U+1F91D,handshake
body,396,U+1F485,nail polish
body,397,U+1F442,ear
body,398,U+1F443,nose
body,399,U+1F463,footprints
body,400,U+1F440,eyes
body,401,U+1F441,eye
body,402,U+1F441 U+FE0F U+200D U+1F5E8 U+FE0F,eye in speech bubble
body,403,U+1F9E0,brain
body,404,U+1F9B4,? bone
body,405,U+1F9B7,? tooth
body,406,U+1F445,tongue
body,407,U+1F444,mouth
hair-style,408,U+1F9B0,? red hair
hair-style,409,U+1F9B1,? curly hair
hair-style,410,U+1F9B3,? white hair
hair-style,411,U+1F9B2,? bald
emotion,412,U+1F48B,kiss mark
emotion,413,U+1F498,heart with arrow
emotion,414,U+1F49D,heart with ribbon
emotion,415,U+1F496,sparkling heart
emotion,416,U+1F497,growing heart
emotion,417,U+1F493,beating heart
emotion,418,U+1F49E,revolving hearts
emotion,419,U+1F495,two hearts
emotion,420,U+1F48C,love letter
emotion,421,U+2763,heavy heart exclamation
emotion,422,U+1F494,broken heart
emotion,423,U+2764,red heart
emotion,424,U+1F9E1,orange heart
emotion,425,U+1F49B,yellow heart
emotion,426,U+1F49A,green heart
emotion,427,U+1F499,blue heart
emotion,428,U+1F49C,purple heart
emotion,429,U+1F5A4,black heart
emotion,430,U+1F49F,heart decoration
emotion,431,U+1F4A4,zzz
emotion,432,U+1F4A2,anger symbol
emotion,433,U+1F4A3,bomb
emotion,434,U+1F4A5,collision
emotion,435,U+1F4A6,sweat droplets
emotion,436,U+1F4A8,dashing away
emotion,437,U+1F4AB,dizzy
emotion,438,U+1F4AC,speech balloon
emotion,439,U+1F5E8,left speech bubble
emotion,440,U+1F5EF,right anger bubble
emotion,441,U+1F4AD,thought balloon
emotion,442,U+1F573,hole
clothing,443,U+1F453,glasses
clothing,444,U+1F576,sunglasses
clothing,445,U+1F97D,? goggles
clothing,446,U+1F97C,? lab coat
clothing,447,U+1F454,necktie
clothing,448,U+1F455,t-shirt
clothing,449,U+1F456,jeans
clothing,450,U+1F9E3,scarf
clothing,451,U+1F9E4,gloves
clothing,452,U+1F9E5,coat
clothing,453,U+1F9E6,socks
clothing,454,U+1F457,dress
clothing,455,U+1F458,kimono
clothing,456,U+1F459,bikini
clothing,457,U+1F45A,woman’s clothes
clothing,458,U+1F45B,purse
clothing,459,U+1F45C,handbag
clothing,460,U+1F45D,clutch bag
clothing,461,U+1F6CD,shopping bags
clothing,462,U+1F392,backpack
clothing,463,U+1F45E,man’s shoe
clothing,464,U+1F45F,running shoe
clothing,465,U+1F97E,? hiking boot
clothing,466,U+1F97F,? flat shoe
clothing,467,U+1F460,high-heeled shoe
clothing,468,U+1F461,woman’s sandal
clothing,469,U+1F462,woman’s boot
clothing,470,U+1F451,crown
clothing,471,U+1F452,woman’s hat
clothing,472,U+1F3A9,top hat
clothing,473,U+1F393,graduation cap
clothing,474,U+1F9E2,billed cap
clothing,475,U+26D1,rescue worker’s helmet
clothing,476,U+1F4FF,prayer beads
clothing,477,U+1F484,lipstick
clothing,478,U+1F48D,ring
clothing,479,U+1F48E,gem stone
animal-mammal,480,U+1F435,monkey face
animal-mammal,481,U+1F412,monkey
animal-mammal,482,U+1F98D,gorilla
animal-mammal,483,U+1F436,dog face
animal-mammal,484,U+1F415,dog
animal-mammal,485,U+1F429,poodle
animal-mammal,486,U+1F43A,wolf face
animal-mammal,487,U+1F98A,fox face
animal-mammal,488,U+1F99D,? raccoon
animal-mammal,489,U+1F431,cat face
animal-mammal,490,U+1F408,cat
animal-mammal,491,U+1F981,lion face
animal-mammal,492,U+1F42F,tiger face
animal-mammal,493,U+1F405,tiger
animal-mammal,494,U+1F406,leopard
animal-mammal,495,U+1F434,horse face
animal-mammal,496,U+1F40E,horse
animal-mammal,497,U+1F984,unicorn face
animal-mammal,498,U+1F993,zebra
animal-mammal,499,U+1F98C,deer
animal-mammal,500,U+1F42E,cow face
animal-mammal,501,U+1F402,ox
animal-mammal,502,U+1F403,water buffalo
animal-mammal,503,U+1F404,cow
animal-mammal,504,U+1F437,pig face
animal-mammal,505,U+1F416,pig
animal-mammal,506,U+1F417,boar
animal-mammal,507,U+1F43D,pig nose
animal-mammal,508,U+1F40F,ram
animal-mammal,509,U+1F411,ewe
animal-mammal,510,U+1F410,goat
animal-mammal,511,U+1F42A,camel
animal-mammal,512,U+1F42B,two-hump camel
animal-mammal,513,U+1F999,? llama
animal-mammal,514,U+1F992,giraffe
animal-mammal,515,U+1F418,elephant
animal-mammal,516,U+1F98F,rhinoceros
animal-mammal,517,U+1F99B,? hippopotamus
animal-mammal,518,U+1F42D,mouse face
animal-mammal,519,U+1F401,mouse
animal-mammal,520,U+1F400,rat
animal-mammal,521,U+1F439,hamster face
animal-mammal,522,U+1F430,rabbit face
animal-mammal,523,U+1F407,rabbit
animal-mammal,524,U+1F43F,chipmunk
animal-mammal,525,U+1F994,hedgehog
animal-mammal,526,U+1F987,bat
animal-mammal,527,U+1F43B,bear face
animal-mammal,528,U+1F428,koala
animal-mammal,529,U+1F43C,panda face
animal-mammal,530,U+1F998,? kangaroo
animal-mammal,531,U+1F9A1,? badger
animal-mammal,532,U+1F43E,paw prints
animal-bird,533,U+1F983,turkey
animal-bird,534,U+1F414,chicken
animal-bird,535,U+1F413,rooster
animal-bird,536,U+1F423,hatching chick
animal-bird,537,U+1F424,baby chick
animal-bird,538,U+1F425,front-facing baby chick
animal-bird,539,U+1F426,bird
animal-bird,540,U+1F427,penguin
animal-bird,541,U+1F54A,dove
animal-bird,542,U+1F985,eagle
animal-bird,543,U+1F986,duck
animal-bird,544,U+1F9A2,? swan
animal-bird,545,U+1F989,owl
animal-bird,546,U+1F99A,? peacock
animal-bird,547,U+1F99C,? parrot
animal-amphibian,548,U+1F438,frog face
animal-reptile,549,U+1F40A,crocodile
animal-reptile,550,U+1F422,turtle
animal-reptile,551,U+1F98E,lizard
animal-reptile,552,U+1F40D,snake
animal-reptile,553,U+1F432,dragon face
animal-reptile,554,U+1F409,dragon
animal-reptile,555,U+1F995,sauropod
animal-reptile,556,U+1F996,T-Rex
animal-marine,557,U+1F433,spouting whale
animal-marine,558,U+1F40B,whale
animal-marine,559,U+1F42C,dolphin
animal-marine,560,U+1F41F,fish
animal-marine,561,U+1F420,tropical fish
animal-marine,562,U+1F421,blowfish
animal-marine,563,U+1F988,shark
animal-marine,564,U+1F419,octopus
animal-marine,565,U+1F41A,spiral shell
animal-marine,566,U+1F980,crab
animal-marine,567,U+1F99E,? lobster
animal-marine,568,U+1F990,shrimp
animal-marine,569,U+1F991,squid
animal-bug,570,U+1F40C,snail
animal-bug,571,U+1F98B,butterfly
animal-bug,572,U+1F41B,bug
animal-bug,573,U+1F41C,ant
animal-bug,574,U+1F41D,honeybee
animal-bug,575,U+1F41E,lady beetle
animal-bug,576,U+1F997,cricket
animal-bug,577,U+1F577,spider
animal-bug,578,U+1F578,spider web
animal-bug,579,U+1F982,scorpion
animal-bug,580,U+1F99F,? mosquito
